id,DIAC1_2,DIAC1_3,DIAC4_1,DIAC5_1,ANT2_1,CLIM1_3,CLIM2_5,TFV_G11_GROUP,LITH1_1,LITH2_2,LITH4_2,DEM1_1,DEM2_4,DEM4_1
428,0.322,1.276,6.065039939,-2,0,-6.520947177,-7.608695652,Feuillus,0.4175855339,8.35E-12,8.35E-12,1525,35,146
266,0.161,0.353,12.07702631,-6,102.232349,-6.400518711,-8.421052632,Feuillus,0.6931471808,8.35E-12,8.35E-12,1592,46,273
429,0.112,1.336,3.875793659,290.4,615.4269465,-6.008023136,-7.368421053,Feuillus,0.6899189208,8.35E-12,8.35E-12,1740,45,258
430,0.083,0.288,1.762379243,34.4,18.21205389,-2.098164106,-12.67605634,Feuillus,0.9602784019,0.3223333329,8.35E-12,1575,42,280
431,0.12,0.287,5.564459008,148.2,71.19464083,0.05999600027,-12.5,Feuillus,0.7494441273,8.35E-12,0.03423380314,1638,32,303
564,0.044,0.233,2.43838516,8.6,0,0.008107012566,-10.11235955,Feuillus,0.6037106342,0.4119295955,8.35E-12,1690,32,299
486,0.22,0.805,7.471227924,10.8,188.8686471,1.486767767,-12.94117647,Feuillus,1.014990836,0.5938734048,0.3558556271,1584,18,139
487,0.113,0.297,7.027287645,19.4,264.3417711,-2.51585851,-10.41666667,Feuillus,0.937632281,0.1919027088,0.8080966313,1538,18,105
267,0.074,0.244,1.674512812,91,306.3662337,3.052829099,-10.84337349,Feuillus,0.6931471808,8.35E-12,8.35E-12,1745,39,301
434,0.123,0.208,5.782802314,14.4,550.2099024,1.02590984,-10.84337349,Feuillus,0.6784496048,8.35E-12,8.35E-12,1600,36,310
268,0.144,0.442,4.441659867,53.6,0,1.891348089,-10.28037383,Feuillus,0.6931471808,8.35E-12,8.35E-12,1522,33,217
435,0.116,0.355,2.130317302,17,55.12370873,1.312250387,-9.345794393,Feuillus,0.8478862263,0.09214804357,8.35E-12,1458,32,226
690,0.122,0.231,7.012193788,-0.4,212.1051196,2.309135517,-11.25,Feuillus,0.6931471808,8.35E-12,8.35E-12,1520,33,223
436,0.118,0.266,2.869647498,12.2,290.1782202,4.116578138,-11.25,Feuillus,0.6853329187,8.35E-12,8.35E-12,1639,38,278
691,0.077,0.059,5.28060601,-10.4,362.5026284,4.844913659,-9.448818898,Feuillus,0.6901591455,8.35E-12,8.35E-12,1303,45,268
561,0.138,0.408,4.912166738,43.4,604.2440073,1.597148891,-10.14492754,Feuillus,0.9780500315,0.2777336646,8.35E-12,1590,41,315
437,0.128,0.234,3.756412081,60.8,397.9863438,5.091833388,-9.523809524,Feuillus,0.6798411391,8.35E-12,8.35E-12,1529,39,283
279,0.156,0.711,0.9861348565,17.2,0,32.02153933,-12.65822785,Feuillus,0.9863994305,0.2814201443,8.35E-12,1557,34,173
462,0.138,0.911,4.261825392,38.2,0,32.13611345,-12.65822785,Feuillus,0.9791680766,0.2654568402,8.35E-12,1555,34,198
463,0.234,7.358,8.625564095,-12,0,32.46366452,-12.82051282,Feuillus,1.120025538,0.4829828661,0.04861590085,1508,27,139
584,0.215,0.463,7.287711567,101.6,0,14.83418093,-9.022556391,Feuillus,0.4780324817,8.35E-12,8.35E-12,1386,35,177
310,0.227,1.608,5.631271375,7,0,-13.37255951,-11.57894737,Feuillus,6.64E-10,8.35E-12,8.35E-12,1539,22,149
341,0.037,0.11,2.528466725,0,0,-15.19809069,-12.12121212,Feuillus,0.5636523457,8.35E-12,8.35E-12,1471,8,162
342,0.204,0.845,7.845894059,14.2,0,-11.19439307,-9.401709402,Feuillus,0.3523289146,8.35E-12,8.35E-12,1466,17,171
22,0.231,0.676,5.169545829,145.8,0,-2.46343341,-9,Feuillus,0.6930240001,8.35E-12,8.35E-12,1439,41,137
426,0.167,0.441,3.004391572,3.6,94.9269661,-2.574886276,-9.090909091,Feuillus,0.6931419296,8.35E-12,8.35E-12,1514,41,89
427,0.143,0.362,4.472462795,54,528.6999274,-4.093457944,-8.411214953,Feuillus,0.6931466834,8.35E-12,8.35E-12,1483,37,86
23,0.091,0.332,10.14315588,13.6,0,32.10714471,-11.70212766,Feuillus,0.8895299267,0.1333819876,8.35E-12,1575,24,244
460,0.183,0.473,3.354272347,3.6,0,31.25655949,-11.70212766,Feuillus,1.102827683,0.1197182025,0.1852907618,1518,21,233
637,0.336,2.538,16.79160032,7,37.20646308,-11.29634691,-9.821428571,Feuillus,0.690067421,8.35E-12,8.35E-12,1647,27,263
638,0.017,0.021,10.86040708,17.2,0,-9.061304242,-12.90322581,Feuillus,0.6931471808,8.35E-12,8.35E-12,1568,19,223
670,0.141,0.718,7.368160861,8.2,64.70204974,-13.68137679,-11.32075472,Feuillus,0.1280355666,8.35E-12,8.35E-12,1620,23,220
671,0.072,-0.272,0.6264648296,-19,724.4723112,-12.04305066,-11.32075472,Feuillus,0.6817469957,8.35E-12,8.35E-12,1498,17,205
672,0.175,1.204,3.510831408,0.4,106.8947258,-9.186649384,-12.90322581,Feuillus,0.6670428084,8.35E-12,8.35E-12,1572,21,198
697,0.179,0.492,4.255520534,76.2,0,-3.033717604,-10.34482759,Feuillus,1.024735964,0.3782028661,8.35E-12,1417,18,188
698,0.281,1.626,9.36228852,-3,193.9506786,-4.076433121,-13.95348837,Feuillus,0.6054912064,8.35E-12,8.35E-12,1569,23,222
699,0.428,3.264,14.50424726,-10.8,305.0821883,-11.53348132,-10.71428571,Feuillus,0.6926097481,8.35E-12,8.35E-12,1620,26,253
271,0.206,0.6,5.432756642,36,215.3696616,13.02194861,-10.78431373,Feuillus,0.6160641331,8.35E-12,0.4414334655,1644,34,172
458,0.266,0.757,5.296717117,3.8,0,31.35311871,-10.63829787,Feuillus,0.9080698982,0.1541522513,0.8458276688,1536,33,273
459,0.246,2.448,2.764334315,29.4,0,31.42379165,-10.86956522,Feuillus,0.619800423,0.3458463282,0.013468525,1557,24,266
311,0.079,-0.027,10.78382805,41.2,0,2.884757267,-12.37113402,Feuillus,1.02551993,0.3703755754,0.6289052795,1541,21,139
425,0.124,0.521,10.15132087,52.6,29.77953017,-2.168515146,-8.695652174,Feuillus,0.6790379226,8.35E-12,8.35E-12,1642,33,78
30,0.227,2.388,1.696143771,200,312.6252431,0.02554495913,-9.259259259,Feuillus,0.6734097616,8.35E-12,8.35E-12,1619,42,131
312,0.073,0.267,4.977564503,56.2,80.00729027,18.06886924,-17.39130435,Feuillus,0.9953487768,0.7074699366,0.2925318424,1716,20,261
673,0.235,0.678,2.332178481,37.2,0,8.537466343,-14.94252874,Feuillus,1.010749317,0.6685410703,0.3314554385,1502,19,195
674,0.144,0.509,4.522704306,29.6,0,13.06865178,-15.38461538,Feuillus,0.8968862276,0.141389671,0.8586112894,1662,23,132
340,0.138,0.395,13.21487595,34,0,-13.90020367,-11.95652174,Feuillus,6.64E-10,8.35E-12,8.35E-12,1595,15,242
636,0.083,0.344,3.43190124,25,0,-8.683624587,-15.06849315,Feuillus,6.64E-10,8.35E-12,8.35E-12,1697,21,126
669,0.091,0.19,3.489776985,14.8,0,-13.83722914,-11.95652174,Feuillus,6.64E-10,8.35E-12,8.35E-12,1712,22,111
313,0.081,0.157,3.738048734,-40.8,0,1.75761871,-13.33333333,Feuillus,0.6931471808,8.35E-12,1.00000086,1674,31,158
642,0.206,0.864,14.2285893,-1.6,19.4663632,10.46861824,-13.95348837,Feuillus,0.6931471807,8.35E-12,0.9999789955,1692,26,243
643,0.17,0.767,5.054042778,6.4,46.58230107,0.3868160206,-10.81081081,Feuillus,0.6931471807,8.35E-12,1.000019009,1608,25,218
275,0.149,0.502,3.861879415,2.4,311.1587109,22.28975778,-14.49275362,Feuillus,0.7769708629,0.03990664452,8.35E-12,1692,26,101
277,0.263,0.444,4.65921295,12,245.2825491,29.48728637,-13.69863014,Feuillus,0.6931471808,8.35E-12,8.35E-12,1614,36,64
580,0.178,0.837,3.661253271,21.2,0,32.63619812,-11.62790698,Feuillus,0.838898867,0.08529017048,8.35E-12,1702,27,61
645,0.116,0.186,9.958050691,-10,266.6530695,-3.314335818,-11.11111111,Feuillus,0.6931471808,8.35E-12,1.000003524,1430,21,253
646,0.126,0.329,6.151614988,97.4,0,-0.07474400179,-13.40206186,Feuillus,0.8820440033,0.1255266147,0.8744732851,1721,27,266
29,0.141,1.257,4.184952936,6.2,60.78236261,-4.437706725,-10.4,Feuillus,0.6931471808,8.35E-12,0.9999999916,1506,28,195
316,0.132,0.414,2.65454498,-3.2,0,16.30139552,-15.85365854,Feuillus,0.6931471808,8.35E-12,1.000000117,1633,22,208
648,0.205,0.611,11.93343654,1.8,346.4523329,0.5388176368,-12.62135922,Feuillus,0.8156164668,0.06666994436,0.9333320099,1582,20,266
649,0.057,-0.058,2.014747181,-10,94.34014484,16.63767276,-15.11627907,Feuillus,0.6931471808,8.35E-12,0.999990162,1642,24,219
629,0.238,2.933,7.812611891,101.4,0,8.539930089,-16.25,Feuillus,0.6931471807,8.35E-12,0.9999821698,1743,22,58
270,0.188,2.514,0.3832768871,67,0,8.742147771,-9.917355372,Feuillus,0.6930623509,8.35E-12,8.35E-12,1424,26,241
438,0.049,-0.069,6.120865016,2.2,0,17.68361887,-11.49425287,Feuillus,0.6931471808,8.35E-12,8.35E-12,1546,26,106
439,0.245,0.557,5.585292789,2.2,0,17.59389544,-11.76470588,Feuillus,0.6931471808,8.35E-12,8.35E-12,1572,30,215
441,0.169,0.209,1.411166791,3.2,0,18.61811293,-10.75268817,Feuillus,0.6965553428,8.35E-12,0.0008439207562,1561,30,66
442,0.163,0.579,9.455422874,2.2,0,18.63399758,-10.63829787,Feuillus,0.6931471808,8.35E-12,8.35E-12,1526,27,100
444,0.276,2.654,0.3186365709,33,0,2.742054693,-11.23595506,Feuillus,6.64E-10,8.35E-12,8.35E-12,1520,32,47
446,0.118,0.208,7.23378181,97.6,193.4522738,5.835227273,-13.23529412,Feuillus,0.6840688701,8.35E-12,8.35E-12,1528,38,276
447,0.069,0.085,4.77466878,75.4,348.3694867,9.772240607,-10.34482759,Feuillus,0.6928768174,8.35E-12,8.35E-12,1496,39,312
448,0.432,1.537,11.27617781,31.2,0,5.492027702,-9.917355372,Feuillus,0.7472912686,8.35E-12,0.03474026227,1497,34,65
449,0.314,0.883,9.022291546,43,5.876658796,10.89676425,-13.15789474,Feuillus,0.661413695,8.35E-12,8.35E-12,1637,39,70
565,0.067,0.134,8.971803637,8.2,0,4.22358298,-9.900990099,Feuillus,0.6912089962,8.35E-12,8.35E-12,1592,33,320
566,0.107,0.272,3.121041862,9.8,0,4.381101132,-11,Feuillus,0.6930119715,8.35E-12,8.35E-12,1562,28,283
567,0.165,0.42,3.60024404,92.6,0,8.392101551,-10.75268817,Feuillus,0.7277793361,0.01297523348,8.35E-12,1656,32,257
568,0.066,0.125,3.046562391,35.6,0,11.7632,-10.86956522,Feuillus,0.6931471808,8.35E-12,8.35E-12,1634,31,267
571,0.057,-0.155,3.226480371,-13.4,50.92499216,11.21037655,-11.57894737,Feuillus,6.64E-10,8.35E-12,8.35E-12,1515,36,257
573,0.14,0.287,2.708197086,86.6,0,9.048521055,-9.016393443,Feuillus,0.6825429229,8.35E-12,8.35E-12,1568,36,285
574,0.24,0.505,3.594744846,0,0,8.274674255,-9.917355372,Feuillus,0.7429755556,8.35E-12,0.03504501082,1469,30,224
651,0.221,0.452,12.91231847,13,0,11.20537494,-13.68421053,Feuillus,0.6931471807,8.35E-12,0.9999815274,1568,15,303
652,0.175,0.62,8.289221244,0.2,333.9501566,16.22172785,-14.81481481,Feuillus,0.9649953387,0.2336896709,0.7663110473,1654,20,269
653,0.227,0.859,13.24342457,0.4,0,12.5201418,-14.28571429,Feuillus,0.9896006963,0.2799511137,0.7200454792,1502,22,230
538,0.06,0.095,3.335903052,19.2,0,7.021039209,-10.71428571,Feuillus,0.3451371387,8.35E-12,8.35E-12,1590,40,145
539,0.219,1.558,6.267159658,146,0,9.143442323,-10.81081081,Feuillus,0.5386226427,0.2266892474,8.35E-12,1774,45,52
542,0.081,0.055,1.714626524,10,0,5.785055958,-10.46511628,Feuillus,0.3571017112,0.1301054309,8.35E-12,1521,33,78
703,0.091,0.213,1.548048992,-10.8,216.5097784,6.150081566,-11.76470588,Feuillus,6.64E-10,8.35E-12,8.35E-12,1560,36,139
335,0.172,1.687,3.196179822,2.8,2.218743303,-0.09535918627,-15.73033708,Feuillus,0.6931471808,8.35E-12,8.35E-12,1569,22,145
336,0.093,0.304,1.905315859,13.2,210.9047128,-8.379204893,-13,Feuillus,0.8445519033,0.1192594512,8.35E-12,1652,28,144
337,0.221,1.092,0.8822745717,32,0,6.796438644,-14.81481481,Feuillus,0.6924655864,8.35E-12,8.35E-12,1645,24,155
338,0.07,0.193,5.747285361,40,0,6.465802953,-14.11764706,Feuillus,0.6884554666,8.35E-12,8.35E-12,1677,21,111
631,0.102,0.031,3.733322721,81.8,293.8585943,-5.244070501,-14.43298969,Feuillus,0.6931471808,8.35E-12,8.35E-12,1713,28,150
633,0.043,0.046,1.122566655,-49.8,44.76591488,3.276131045,-17.64705882,Feuillus,0.01996630199,0.002930094345,8.35E-12,1638,29,134
634,0.212,0.849,5.249667076,2,0,6.602682701,-15.85365854,Feuillus,0.6617651457,8.35E-12,8.35E-12,1588,19,125
635,0.229,1.6,14.09013467,0,0,8.374048404,-13.41463415,Feuillus,0.6931471808,8.35E-12,8.35E-12,1646,20,96
630,0.164,0.499,6.580739043,19.4,12.59509583,2.640376225,-16.66666667,Feuillus,0.6238083972,8.35E-12,8.35E-12,1734,28,269
688,0.104,0.19,1.496428674,17.4,0,-1.647802929,-7.608695652,Feuillus,0.682357963,8.35E-12,8.35E-12,1695,31,81
246,0.152,1.665,7.738873273,8.8,0,-1.637526652,-10.95890411,Feuillus,0.6931471807,1.000018297,8.35E-12,1474,27,42
632,0.127,0.34,3.008136148,43.8,0,20.66418928,-15.55555556,Feuillus,0.1888636371,8.35E-12,8.35E-12,1622,23,132
578,0.171,0.272,12.72405153,14,0,24.85901982,-9.401709402,Feuillus,0.9401943308,0.1539623968,0.0123764693,1462,29,232
330,0.155,0.591,2.732987874,23,21.93343208,16.71224552,-16.21621622,Feuillus,0.819021903,0.0692711089,0.9307287742,1753,24,72
625,0.197,2.289,2.820165118,107,0,6.422541638,-13.33333333,Feuillus,1.216476882,0.4144633283,0.1889258812,1751,34,81
627,0.247,1.048,2.970038408,83,81.59778558,7.946363352,-17.64705882,Feuillus,0.2106829156,8.35E-12,8.35E-12,1635,24,285
628,0.202,1.267,4.73811373,139.6,0,7.593640528,-17.07317073,Feuillus,0.7505902916,8.35E-12,0.2175322254,1636,23,88
655,0.175,0.566,8.611287125,10,97.23623497,15.95013088,-17.10526316,Feuillus,0.6931471808,8.35E-12,1.000003975,1677,18,307
658,0.162,0.685,3.004180788,4.2,436.9977107,14.0477566,-15.85365854,Feuillus,0.6931471808,8.35E-12,0.9999992568,1593,22,223
392,0.148,0.257,7.987545615,40.2,0,4.785581106,-9.89010989,Feuillus,0.6931471807,8.35E-12,8.35E-12,1608,36,49
393,0.106,0.28,1.877311773,23,0,6.554712893,-9.89010989,Feuillus,0.6931471808,8.35E-12,8.35E-12,1548,30,53
541,0.082,0.11,5.184404312,26,0,4.53870153,-10.71428571,Feuillus,0.6931471808,8.35E-12,8.35E-12,1503,33,59
659,0.041,0.149,2.316613256,8.4,653.8942636,8.864200449,-14.58333333,Feuillus,0.6931471807,8.35E-12,0.9999803008,1491,29,194
660,0.201,1.095,8.068726194,2,605.8181277,13.70029688,-15.85365854,Feuillus,0.6931471808,8.35E-12,1.000002555,1611,19,277
661,0.204,0.483,2.597198401,7.4,30.45256828,8.45709571,-13.54166667,Feuillus,0.906120221,8.35E-12,0.8481264186,1480,24,243
662,0.33,1.473,10.03654272,26,0,2.667801902,-11.71171171,Feuillus,0.6931471808,8.35E-12,0.9999994405,1436,19,272
21,0.324,0.972,10.59905411,13,261.3940864,-2.386039886,-9.090909091,Feuillus,0.692186731,8.35E-12,8.35E-12,1548,35,127
262,0.165,0.919,2.381574143,115.8,0,-1.771259117,-8.641975309,Feuillus,0.7872669168,0.04614245774,8.35E-12,1716,28,256
263,0.136,0.276,4.086820821,22.4,200.742118,-0.6903353057,-9.009009009,Feuillus,0.6931471808,8.35E-12,8.35E-12,1487,36,155
264,0.072,0.117,5.50652744,8.2,0,-0.9230059226,-8.860759494,Feuillus,0.1900413473,8.35E-12,8.35E-12,1686,29,299
410,0.188,0.744,12.02773155,-39,0,-1.303160359,-8.641975309,Feuillus,0.6821307411,8.35E-12,8.35E-12,1475,23,94
413,0.186,0.774,8.056428501,82,0,-2.496521874,-9.210526316,Feuillus,0.6918652007,8.35E-12,8.35E-12,1610,37,307
424,0.022,0.028,1.815353276,-14.4,5.150906736,-4.24746868,-9.782608696,Feuillus,0.6935283444,7.26E-05,8.35E-12,1559,38,97
555,0.136,0.297,1.819800661,86.2,0,-7.952221222,-7.407407407,Feuillus,0.7887477903,0.0475380243,8.35E-12,1567,29,112
556,0.214,3.036,2.190936952,166.4,127.7823246,1.720341316,-8,Feuillus,0.9463075547,0.2042865124,8.35E-12,1696,32,92
560,0.184,0.911,6.921678379,-3.6,0,-3.926254694,-8.602150538,Feuillus,0.7015879504,0.002401150719,8.35E-12,1534,31,76
704,0.183,0.697,6.086180335,10.8,0,-1.481540168,-8.641975309,Feuillus,0.6142164985,8.35E-12,8.35E-12,1602,26,133
235,0.251,1.56,1.891857985,70,0,7.003217025,-11.11111111,Feuillus,0.780935084,0.04240285734,8.35E-12,1488,22,148
259,0.042,-0.048,6.203472029,31.4,0,-8.749792462,-7.954545455,Feuillus,0.6931471808,8.35E-12,0.9999999749,1516,22,144
260,0.034,-0.17,2.840834718,36,0,-5.728760717,-8.73015873,Feuillus,0.6931471808,8.35E-12,1.000000075,1513,34,155
261,0.027,-0.092,1.187730875,4.8,65.49663343,-7.226468027,-8.620689655,Feuillus,0.6931471808,8.35E-12,1.000000259,1460,27,174
258,0.091,0.074,6.998236857,-18.8,127.3229077,-8.433253397,-8.536585366,Feuillus,0.6931471808,8.35E-12,0.9999999332,1558,25,148
387,0.193,1.787,1.691374471,50,0,11.76153431,-9.89010989,Feuillus,0.6931471808,8.35E-12,8.35E-12,1488,27,274
245,0.082,0.26,1.358097781,35.4,0,-6.118198386,-10.1010101,Feuillus,0.6931471808,8.35E-12,8.35E-12,1614,30,170
247,0.058,0.088,12.49694786,-96.8,0,-4.12470444,-9.89010989,Feuillus,0.853766252,0.9017416558,8.35E-12,1541,33,48
248,0.241,0.704,3.21397312,86.6,0,-8.068221987,-8.791208791,Feuillus,0.6931471808,8.35E-12,8.35E-12,1615,38,143
253,0.141,0.812,3.770790012,25.6,0,5.80734243,-8.771929825,Feuillus,0.923018619,0.1724455791,0.8275544126,1582,40,225
254,0.064,0.187,9.160530146,4.4,122.0071629,-7.667520449,-9.333333333,Feuillus,0.6931471808,8.35E-12,8.35E-12,1619,36,282
256,0.113,0.198,9.810901464,84.8,0,-9.04985889,-7.446808511,Feuillus,0.8354420178,0.007266962079,0.06558223019,1557,36,109
395,0.097,0.158,5.10904503,-13,0,-4.175019611,-9.278350515,Feuillus,0.6931471808,8.35E-12,8.35E-12,1561,35,287
396,0.359,2.4,5.041454857,42,0,-9.321202391,-8.333333333,Feuillus,0.8003624255,0.05551011464,8.35E-12,1464,32,110
397,0.251,1.003,1.309825839,123.6,0,-7.333974976,-10.11235955,Feuillus,0.6931471808,8.35E-12,8.35E-12,1511,33,66
400,0.276,0.81,1.049604509,84,0,-7.930094898,-10,Feuillus,0.5781372645,8.35E-12,8.35E-12,1502,35,118
401,0.171,0.682,14.12322015,22,0,-0.228627419,-9.85915493,Feuillus,0.6931471808,8.35E-12,8.35E-12,1637,34,264
402,0.044,0.108,4.079799626,101.4,0,-10.51317376,-8.661417323,Feuillus,0.9903642945,0.7184320944,8.35E-12,1480,30,256
403,0.269,1.511,6.528963985,175,0,-7.179954442,-10.34482759,Feuillus,0.6931471808,8.35E-12,8.35E-12,1649,35,300
404,0.204,0.463,12.2254184,15.4,0,-5.061321618,-10.46511628,Feuillus,0.6931471808,8.35E-12,8.35E-12,1444,34,264
405,0.174,0.716,2.490356072,-1.8,0,-7.789695797,-8.791208791,Feuillus,1.016385449,0.3484417023,8.35E-12,1440,34,142
406,0.326,1.196,2.115010228,156.4,0,-9.34789592,-10,Feuillus,0.852693513,8.35E-12,0.09729223475,1494,40,119
407,0.251,0.652,5.049127012,92.6,137.1734031,-9.272961235,-10,Feuillus,0.6931471807,8.35E-12,8.35E-12,1548,49,71
416,0.215,0.844,6.450963397,11.8,0,-4.203296703,-8.163265306,Feuillus,0.6931471807,8.35E-12,8.35E-12,1457,27,164
417,0.219,0.582,10.480194,12.8,0,-5.32985799,-7.52688172,Feuillus,0.6812705071,8.35E-12,8.35E-12,1515,29,57
418,0.176,0.43,7.269575552,82.4,0,-4.535824345,-9.166666667,Feuillus,0.6931471808,8.35E-12,8.35E-12,1369,27,257
419,0.132,0.288,3.855178786,166,80.67405339,-6.802659139,-7.446808511,Feuillus,0.6931471808,8.35E-12,8.35E-12,1564,38,273
420,0.151,0.259,5.794042121,30,0,-6.228971538,-7.446808511,Feuillus,0.6931471808,8.35E-12,8.35E-12,1600,38,261
421,0.112,0.365,6.802237035,25.2,54.1462388,4.306023502,-8.849557522,Feuillus,0.6931471808,8.35E-12,8.35E-12,1479,39,211
422,0.269,1.627,3.529284593,5,0,-0.2371958183,-8.411214953,Feuillus,0.7117453066,8.35E-12,0.006101588637,1531,35,224
423,0.066,0.123,3.748438578,24,182.3478815,-6.893151667,-7.777777778,Feuillus,0.6931471808,8.35E-12,8.35E-12,1519,35,280
540,0.117,0.303,2.678054028,-3,0,-5.923009624,-8.163265306,Feuillus,0.6931471808,8.35E-12,8.35E-12,1599,31,307
544,0.307,7.587,1.348999567,216.2,0,-4.715719064,-9.523809524,Feuillus,0.6931471808,8.35E-12,8.35E-12,1673,36,280
545,0.394,3.979,8.621737662,102.6,0,-2.159523416,-11.26760563,Feuillus,0.6931471808,8.35E-12,8.35E-12,1739,38,296
547,0.185,0.372,6.072678928,52.6,0,-6.044460775,-9.195402299,Feuillus,0.6931471808,8.35E-12,8.35E-12,1554,34,70
548,0.185,6.019,4.375732678,60.4,0,-9.054040353,-8.181818182,Feuillus,0.8998284921,0.7197429235,0.1445715371,1300,20,297
317,0.128,0.313,6.762738534,19,0,17.01463773,-15,Feuillus,0.6931471808,8.35E-12,1.000000267,1626,28,202
318,0.46,1.256,6.457138482,0,308.8774077,15.8103135,-15.6626506,Feuillus,0.6931471808,8.35E-12,1,1643,26,179
319,0.149,0.049,5.796027667,42.4,0,13.1358127,-14.28571429,Feuillus,0.6931471808,8.35E-12,1.000000058,1585,26,133
